Date,Symbol,Direction,Entry,Exit,PnL
2026-06-18,NQ,Long,19961.25,19938.50,-455
2026-06-18,ES,Long,5424.00,5407.75,-812.50
2026-06-19,ES,Short,5415.50,5432.75,-862.50
2026-06-19,NQ,Long,19919.75,19887.50,-645
2026-06-19,GC,Short,2375.10,2378.20,-310
2026-06-19,GC,Short,2380.50,2385.20,-470
2026-06-19,CL,Short,80.05,80.80,-750
2026-06-22,CL,Short,80.05,80.95,-900
2026-06-22,GC,Short,2388.50,2393.30,-480
2026-06-26,GC,Short,2407.40,2414.20,-680
2026-06-26,GC,Short,2410.40,2392.30,1810
2026-07-02,NQ,Long,20156.50,20136.25,-405
2026-07-02,CL,Long,80.35,79.56,-790
2026-07-03,ES,Long,5458.00,5477.25,962.50
2026-07-03,GC,Long,2445.70,2439.80,-590
2026-07-06,NQ,Long,20180.50,20201.25,415
2026-07-06,NQ,Long,20247.00,20297.75,1015
2026-07-07,NQ,Long,20219.50,20180.75,-775
2026-07-07,CL,Long,80.46,80.91,450
2026-07-09,NQ,Short,20286.75,20302.75,-320
2026-07-09,ES,Long,5465.00,5491.50,1325
2026-07-10,NQ,Long,20244.50,20219.00,-510
2026-07-10,ES,Long,5454.25,5437.75,-825
2026-07-10,ES,Short,5440.75,5426.25,725
2026-07-13,NQ,Long,20192.25,20161.50,-615
2026-07-13,NQ,Long,20177.25,20147.50,-595
2026-07-14,NQ,Short,20210.50,20249.00,-770
2026-07-17,ES,Short,5469.50,5436.50,1650
2026-07-17,NQ,Short,20173.25,20117.50,1115
2026-07-17,NQ,Short,20176.75,20219.00,-845
2026-07-20,ES,Long,5474.00,5481.00,350
2026-07-20,CL,Long,81.20,80.90,-300
2026-07-20,ES,Long,5470.00,5479.25,462.50
2026-07-21,GC,Long,2445.90,2440.70,-520
2026-07-21,NQ,Short,20269.50,20306.00,-730
2026-07-21,NQ,Short,20310.25,20336.00,-515
2026-07-21,CL,Long,81.09,82.06,970
2026-07-21,GC,Long,2450.20,2445.50,-470
2026-07-22,GC,Long,2442.00,2450.60,860
2026-07-22,NQ,Short,20241.00,20280.50,-790
2026-07-22,NQ,Long,20284.00,20349.00,1300
2026-07-22,NQ,Short,20271.25,20286.75,-310
2026-07-23,ES,Short,5476.75,5443.75,1650
2026-07-23,NQ,Long,20270.25,20309.00,775
2026-07-24,CL,Long,80.79,79.99,-800
2026-07-28,CL,Short,80.81,79.64,1170
2026-07-28,CL,Long,80.54,79.90,-640
2026-07-29,NQ,Long,20453.75,20434.00,-395
2026-07-29,NQ,Short,20450.75,20466.00,-305
2026-07-31,NQ,Long,20387.00,20442.75,1115
2026-08-04,GC,Long,2449.00,2443.10,-590
2026-08-04,CL,Long,80.31,79.87,-440
2026-08-04,CL,Short,80.46,78.52,1940
2026-08-05,NQ,Long,20449.75,20415.00,-695
2026-08-05,NQ,Short,20434.75,20415.50,385
2026-08-05,ES,Long,5516.25,5551.25,1750
2026-08-05,CL,Long,80.41,79.67,-740
2026-08-06,GC,Short,2444.30,2453.00,-870
2026-08-06,CL,Short,80.56,80.04,520
2026-08-07,NQ,Short,20498.25,20437.25,1220
2026-08-07,GC,Short,2445.50,2434.10,1140
2026-08-07,GC,Long,2455.40,2468.50,1310
2026-08-11,NQ,Short,20492.75,20536.50,-875
