Date,Symbol,Direction,Entry,Exit,PnL
2026-07-10,ES,Long,5277.75,5284.50,339
2026-07-10,MNQ,Short,19576.25,19492.25,168
2026-07-10,MNQ,Long,19559.50,19831.50,544
2026-07-09,MNQ,Short,19482.25,19184.75,595
2026-07-09,ES,Short,5247.25,5236.50,534
2026-07-09,MNQ,Long,19484.25,19603.25,238
2026-07-08,MNQ,Long,19522.25,19720.25,396
2026-07-08,MNQ,Short,19527.75,19459.75,136
2026-07-07,MNQ,Long,19517.00,19427.50,-179
2026-07-07,MNQ,Short,19505.75,19502.25,7
2026-07-07,MNQ,Short,19487.00,19573.00,-172
2026-07-06,MES,Short,5261.00,5298.75,-189
2026-07-06,MNQ,Long,19458.50,19606.00,295
2026-07-03,MNQ,Long,19541.75,19709.25,335
2026-07-03,MNQ,Short,19498.00,19396.00,204
2026-07-03,MES,Short,5287.75,5289.00,-6
2026-07-02,MNQ,Short,19594.50,19722.50,-256
2026-07-02,MES,Long,5269.50,5322.00,262
2026-07-01,MNQ,Short,19648.00,19747.50,-199
2026-06-29,NQ,Long,19788.25,19794.25,122
2026-06-29,CL,Short,70.32,70.54,-218
2026-06-29,CL,Long,70.30,70.41,113
2026-06-26,ES,Short,5281.25,5285.50,-208
2026-06-26,CL,Long,69.94,70.18,235
2026-06-26,GC,Short,2474.5,2482.6,-809
2026-06-26,NQ,Short,19900.50,19915.50,-302
2026-06-26,GC,Long,2476.0,2472.6,-337
2026-06-26,NQ,Long,19888.75,19906.75,362
2026-06-26,CL,Long,69.88,69.49,-394
2026-06-25,CL,Short,70.61,70.89,-283
2026-06-25,NQ,Long,19964.00,19950.25,-276
2026-06-25,CL,Long,70.48,69.92,-565
2026-06-25,NQ,Short,19961.50,19975.25,-275
2026-06-25,CL,Short,70.53,70.98,-446
2026-06-25,GC,Short,2473.1,2477.1,-401
2026-06-24,CL,Long,70.65,69.49,-1158
2026-06-24,CL,Long,70.71,70.43,-281
2026-06-24,GC,Short,2476.0,2478.6,-256
2026-06-24,CL,Short,70.77,70.49,283
2026-06-24,GC,Short,2472.7,2471.6,108
2026-06-22,ES,Short,5291.00,5301.25,-508
2026-06-22,CL,Long,70.34,70.01,-327
2026-06-22,CL,Short,70.41,70.77,-363
2026-06-19,CL,Short,69.60,70.07,-471
2026-06-19,NQ,Long,20096.50,20070.50,-521
2026-06-19,NQ,Long,20136.25,20124.25,-240
2026-06-19,NQ,Long,20134.00,20134.25,7
2026-06-18,CL,Short,68.97,69.01,-43
2026-06-18,NQ,Short,20107.25,20109.00,-34
2026-06-18,ES,Long,5298.75,5299.25,27
2026-06-18,CL,Long,68.86,68.84,-19
2026-06-18,ES,Short,5296.25,5295.50,38
2026-06-18,NQ,Short,20118.00,20119.00,-18
2026-06-18,ES,Long,5302.50,5301.50,-49
2026-06-18,CL,Long,68.92,68.94,24
2026-06-18,NQ,Long,20116.50,20114.00,-48
2026-06-17,ES,Long,5277.50,5274.25,-168
2026-06-17,CL,Long,69.27,69.45,180
2026-06-17,CL,Long,69.33,69.10,-234
2026-06-17,CL,Long,69.24,69.67,428
2026-06-17,GC,Long,2456.0,2453.0,-298
2026-06-16,CL,Long,69.47,69.84,370
2026-06-16,GC,Short,2446.9,2445.2,167
2026-06-16,GC,Long,2449.3,2451.1,182
2026-06-15,CL,Long,69.82,69.47,-352
2026-06-15,GC,Long,2435.5,2437.9,244
2026-06-11,CL,Short,70.86,71.52,-656
2026-06-11,NQ,Short,20046.50,20015.25,623
2026-06-11,GC,Short,2437.4,2434.4,297
2026-06-11,NQ,Short,20044.50,20081.25,-735
2026-06-11,CL,Long,70.75,71.30,547
2026-06-11,GC,Long,2441.9,2434.1,-776
2026-06-11,GC,Long,2440.8,2436.4,-438
2026-06-11,ES,Short,5260.00,5253.25,342
2026-06-10,NQ,Short,19984.25,20019.00,-694
2026-06-10,CL,Long,70.25,69.79,-462
2026-06-10,GC,Long,2441.1,2439.5,-159
2026-06-10,NQ,Short,19994.50,20018.25,-473
2026-06-10,GC,Long,2438.4,2436.1,-234
2026-06-10,CL,Short,70.32,70.33,-6
2026-06-09,CL,Long,70.57,70.22,-355
2026-06-09,CL,Long,70.55,70.55,4
2026-06-09,CL,Long,70.54,69.88,-665
2026-06-09,GC,Short,2431.3,2434.5,-315
2026-06-09,NQ,Short,20003.00,20017.50,-289
2026-06-09,CL,Short,70.44,70.44,1
2026-06-09,NQ,Short,19991.00,20005.50,-292
2026-06-08,GC,Long,2435.9,2439.2,331
2026-06-08,NQ,Short,19929.00,19950.25,-424
2026-06-08,CL,Short,71.22,70.80,420
2026-06-08,NQ,Short,19979.75,19961.50,363
2026-06-05,ES,Short,5275.50,5269.50,301
2026-06-05,CL,Long,70.84,70.58,-265
2026-06-05,CL,Short,70.95,70.85,101
2026-06-05,CL,Long,70.90,70.47,-426
2026-06-05,ES,Short,5276.50,5285.00,-420
2026-06-04,NQ,Short,19953.25,19948.50,94
2026-06-04,CL,Long,70.29,70.48,189
2026-06-04,NQ,Long,19905.75,19920.00,285
2026-06-04,CL,Long,70.15,70.38,231
2026-06-04,NQ,Short,19926.00,19914.00,239
2026-06-03,NQ,Short,19936.25,19935.75,12
2026-06-03,NQ,Short,19962.25,19969.25,-142
2026-06-03,CL,Long,70.62,70.89,269
2026-06-03,ES,Long,5286.25,5288.75,131
2026-06-03,NQ,Long,19917.00,19857.50,-1192
2026-06-03,ES,Short,5287.50,5284.50,149
2026-06-03,ES,Short,5280.25,5286.00,-285
2026-06-02,NQ,Long,19940.00,19925.75,-285
2026-06-02,CL,Short,70.69,70.52,167
2026-06-02,ES,Short,5293.00,5289.75,163
2026-06-02,CL,Short,70.76,71.19,-431
2026-05-29,NQ,Long,19928.75,19953.00,484
2026-05-29,NQ,Long,19899.00,19878.75,-406
2026-05-29,ES,Short,5331.25,5324.75,326
2026-05-29,NQ,Long,19884.00,19912.00,561
2026-05-28,ES,Long,5333.25,5323.75,-479
2026-05-28,NQ,Short,19835.00,19848.00,-261
2026-05-28,NQ,Short,19830.50,19795.00,711
2026-05-28,NQ,Long,19866.75,19886.50,396
2026-05-28,NQ,Short,19869.50,19891.50,-440
2026-05-28,GC,Long,2413.0,2419.0,603
2026-05-28,NQ,Long,19811.25,19795.50,-317
2026-05-27,ES,Long,5354.75,5367.25,620
2026-05-27,NQ,Long,19774.00,19760.00,-278
2026-05-27,GC,Short,2396.2,2402.0,-581
2026-05-27,GC,Long,2398.2,2394.0,-422
2026-05-26,ES,Long,5334.50,5334.75,9
2026-05-26,ES,Long,5343.25,5322.50,-1037
2026-05-26,ES,Short,5341.00,5346.50,-276
2026-05-26,GC,Long,2400.4,2394.3,-611
2026-05-25,GC,Short,2384.6,2388.4,-383
2026-05-25,GC,Long,2384.3,2374.3,-1004
2026-05-22,NQ,Long,19743.50,19708.50,-699
2026-05-22,NQ,Long,19720.75,19659.25,-1231
2026-05-22,MNQ,Short,19728.00,19416.50,623
2026-05-22,NQ,Short,19747.75,19811.75,-1281
2026-05-22,ES,Long,5340.75,5363.75,1150
2026-05-21,MNQ,Short,19678.00,19846.50,-337
2026-05-21,ES,Long,5346.00,5342.00,-200
2026-05-21,GC,Long,2373.4,2375.0,159
2026-05-21,NQ,Long,19666.00,19681.25,305
2026-05-20,NQ,Short,19761.25,19789.25,-560
2026-05-20,NQ,Long,19766.00,19734.25,-634
2026-05-20,ES,Long,5356.25,5353.50,-136
2026-05-19,NQ,Short,19800.25,19775.75,489
2026-05-19,ES,Short,5349.25,5356.50,-361
2026-05-19,ES,Short,5356.50,5356.25,7
2026-05-19,ES,Short,5361.25,5354.00,359
2026-05-19,ES,Short,5360.50,5360.75,-7
2026-05-19,NQ,Short,19745.75,19739.00,134
2026-05-18,GC,Long,2355.5,2342.5,-1299
2026-05-18,MNQ,Long,19707.25,19593.25,-228
2026-05-18,MNQ,Short,19721.00,19856.50,-271
2026-05-15,GC,Long,2343.5,2337.8,-575
2026-05-15,MNQ,Long,19734.25,19309.25,-850
2026-05-15,ES,Long,5389.50,5402.75,657
2026-05-15,NQ,Short,19708.50,19663.75,897
2026-05-15,MNQ,Short,19706.75,19481.25,451
2026-05-15,MNQ,Long,19708.00,19420.00,-576
2026-05-15,CL,Long,71.91,71.44,-473
2026-05-15,MNQ,Long,19732.25,19664.25,-136
2026-05-14,NQ,Short,19788.50,19788.25,7
2026-05-14,ES,Short,5369.00,5357.75,565
2026-05-14,NQ,Short,19821.50,19810.25,226
2026-05-14,CL,Long,71.52,71.87,353
2026-05-14,MNQ,Short,19794.50,19494.50,600
2026-05-13,ES,Short,5354.00,5349.25,236
2026-05-13,NQ,Long,19724.00,19738.50,288
2026-05-13,NQ,Short,19717.25,19669.25,958
2026-05-12,NQ,Short,19699.50,19708.75,-184
2026-05-12,NQ,Long,19705.00,19754.00,981
2026-05-12,MNQ,Short,19728.50,19868.50,-280
2026-05-08,ES,Short,5355.00,5336.50,923
2026-05-08,ES,Short,5355.50,5363.00,-371
2026-05-08,CL,Short,70.99,71.25,-262
2026-05-08,GC,Long,2352.1,2353.1,96
2026-05-08,ES,Long,5353.25,5358.50,258
2026-05-08,NQ,Short,19682.75,19708.25,-508
2026-05-08,NQ,Short,19718.25,19705.50,257
2026-05-08,GC,Long,2351.2,2345.1,-606
2026-05-08,NQ,Long,19718.25,19737.50,386
2026-05-07,NQ,Long,19617.25,19627.00,195
2026-05-07,CL,Long,71.39,71.11,-279
2026-05-07,NQ,Long,19642.75,19663.25,409
2026-05-06,NQ,Long,19522.25,19511.75,-212
2026-05-06,ES,Long,5365.00,5352.50,-630
2026-05-06,NQ,Long,19534.00,19516.75,-347
2026-05-06,GC,Short,2335.5,2330.5,503
2026-05-06,NQ,Short,19541.50,19529.75,237
2026-05-06,MNQ,Long,19549.50,19553.00,7
2026-05-06,NQ,Long,19556.75,19538.00,-377
2026-05-05,ES,Short,5385.75,5392.00,-318
2026-05-05,ES,Short,5389.75,5386.75,153
2026-05-05,NQ,Short,19576.25,19550.25,521
2026-05-05,NQ,Long,19556.75,19575.50,377
2026-05-05,CL,Short,71.65,71.07,585
2026-05-05,ES,Short,5380.00,5382.50,-122
2026-05-05,NQ,Long,19546.25,19531.00,-306
2026-05-01,ES,Short,5369.00,5353.00,803
2026-05-01,NQ,Long,19732.75,19751.75,382
2026-05-01,NQ,Long,19724.75,19716.25,-169
2026-05-01,ES,Short,5369.75,5365.75,199
2026-05-01,MNQ,Long,19684.50,19464.50,-440
2026-05-01,NQ,Short,19724.75,19708.75,322
2026-04-30,MNQ,Long,19643.50,19721.50,156
2026-04-30,MES,Short,5338.75,5372.25,-167
2026-04-29,MES,Long,5331.25,5352.75,107
2026-04-29,MNQ,Long,19626.75,19738.25,223
2026-04-29,MNQ,Long,19657.25,19582.25,-150
2026-04-28,MNQ,Long,19540.50,19632.00,183
2026-04-28,MES,Short,5311.00,5269.00,210
2026-04-28,MES,Short,5319.50,5275.75,219
2026-04-27,MES,Long,5311.25,5283.50,-139
2026-04-27,MNQ,Long,19585.75,19679.75,188
2026-04-27,MES,Long,5308.25,5347.25,195
2026-04-27,ES,Short,5309.50,5306.50,148
2026-04-24,MNQ,Long,19561.75,19506.25,-111
2026-04-24,NQ,Long,19517.50,19517.50,1
2026-04-23,MNQ,Long,19586.25,19528.25,-116
2026-04-23,ES,Short,5273.00,5268.50,222
2026-04-23,MES,Long,5274.75,5242.25,-162
2026-04-22,MES,Long,5272.75,5310.00,186
2026-04-22,ES,Long,5275.25,5280.25,251
2026-04-22,MNQ,Long,19567.25,19321.75,-491
2026-04-21,NQ,Long,19569.50,19582.25,256
2026-04-21,ES,Long,5264.75,5271.25,324
2026-04-21,MNQ,Short,19603.00,19497.00,212
2026-04-20,NQ,Short,19541.25,19546.25,-98
2026-04-20,MNQ,Long,19544.00,19621.50,155
2026-04-20,MNQ,Long,19554.50,19667.00,225
2026-04-20,ES,Short,5265.75,5261.75,196
2026-04-17,ES,Long,5260.00,5264.75,239
2026-04-17,MES,Short,5262.00,5283.00,-105
2026-04-17,NQ,Short,19510.25,19502.50,154
2026-04-16,MES,Short,5249.50,5210.75,194
2026-04-16,NQ,Long,19647.00,19641.75,-104
2026-04-16,MES,Long,5250.75,5223.75,-135
2026-04-15,NQ,Short,19646.75,19640.75,119
2026-04-15,ES,Short,5246.00,5238.25,384
2026-04-15,NQ,Long,19657.50,19653.25,-87
2026-04-14,MES,Short,5237.25,5238.50,-6
2026-04-14,MNQ,Short,19694.75,19693.25,3
2026-04-14,MNQ,Short,19649.75,19715.75,-132
2026-04-14,NQ,Long,19696.00,19696.25,4
2026-04-13,ES,Long,5236.25,5244.00,387
2026-04-13,MNQ,Long,19665.25,19603.75,-123
2026-04-13,MES,Long,5230.25,5279.25,245
2026-04-10,MNQ,Short,19753.00,19634.50,237
2026-04-10,ES,Long,5261.00,5258.75,-116
2026-04-10,MES,Short,5249.50,5267.50,-90
2026-04-10,MNQ,Short,19753.50,19636.00,235
2026-04-09,MNQ,Long,19732.50,19669.00,-127
2026-04-09,MNQ,Short,19779.75,19686.25,187
2026-04-09,MES,Short,5275.00,5291.00,-80
2026-04-09,ES,Long,5275.00,5280.50,269
2026-04-08,MNQ,Short,19839.00,19840.00,-2
2026-04-08,MNQ,Long,19823.75,19777.25,-93
2026-04-08,MES,Long,5288.00,5336.25,241
2026-04-08,MNQ,Long,19812.50,19916.50,208
2026-04-07,ES,Long,5288.00,5285.75,-113
2026-04-07,NQ,Long,19834.75,19830.00,-95
